transaction_id,timestamp,amount,category,merchant,is_anomaly
txn_1388145,2025-07-12T04:45:42,22.65,dining,starbucks,0
txn_9133716,2025-07-12T04:49:42,36.05,dining,local_restaurant,0
txn_7793887,2025-07-12T05:17:42,1588.48,rent,target,0
txn_2738111,2025-07-12T06:58:42,125.34,utilities,target,0
txn_4859950,2025-07-12T07:33:42,29.56,groceries,netflix,0
txn_4360492,2025-07-12T08:09:42,33.73,shopping,walmart,0
txn_2812013,2025-07-12T09:56:42,13.98,entertainment,uber,0
txn_8601723,2025-07-12T10:03:42,15.86,shopping,target,0
txn_9692491,2025-07-12T10:14:42,1421.03,rent,local_restaurant,0
txn_9291860,2025-07-12T10:29:42,21.39,groceries,walmart,0
txn_9707237,2025-07-12T12:10:42,12.15,groceries,uber,0
txn_2592023,2025-07-12T12:17:42,1428.78,rent,local_restaurant,0
txn_4993225,2025-07-12T12:29:42,1485.58,rent,walmart,0
txn_4311149,2025-07-12T12:53:42,114.76,utilities,uber,0
txn_4339382,2025-07-12T14:06:42,43.06,entertainment,target,0
txn_5286458,2025-07-12T15:08:42,122.1,dining,walmart,0
txn_5840747,2025-07-12T15:09:42,57.64,entertainment,uber,0
txn_9933306,2025-07-12T15:21:42,15.97,groceries,target,0
txn_3485639,2025-07-12T15:59:42,0.27,groceries,walmart,1
txn_5817911,2025-07-12T17:23:42,10.66,shopping,uber,0
txn_7503216,2025-07-12T18:35:42,19.54,groceries,uber,0
txn_9631070,2025-07-12T18:41:42,12.37,dining,uber,0
txn_5494380,2025-07-12T19:24:42,9.42,groceries,local_restaurant,0
txn_6896340,2025-07-12T19:34:42,16933.95,entertainment,local_restaurant,1
txn_4205517,2025-07-12T20:34:42,115.15,utilities,uber,0
txn_9940910,2025-07-12T21:05:42,91.18,utilities,local_restaurant,0
txn_4886141,2025-07-13T00:16:42,1595.14,rent,uber,0
txn_9854404,2025-07-13T00:38:42,7.16,groceries,local_restaurant,0
txn_9842543,2025-07-13T00:55:42,1449.16,rent,walmart,0
txn_8630814,2025-07-13T01:15:42,8.54,entertainment,walmart,0
txn_2048278,2025-07-13T01:53:42,36.93,groceries,local_restaurant,0
txn_7180923,2025-07-13T01:59:42,17.43,groceries,local_restaurant,0
txn_8329155,2025-07-13T02:27:42,74.64,shopping,amazon,0
txn_1705824,2025-07-13T03:14:42,19.81,groceries,walmart,0
txn_2003232,2025-07-13T04:23:42,101.52,entertainment,starbucks,0
txn_1820022,2025-07-13T04:27:42,61.99,groceries,amazon,0
txn_2310074,2025-07-13T05:02:42,78.53,shopping,starbucks,0
txn_4277134,2025-07-13T06:09:42,10.51,shopping,walmart,0
txn_8630504,2025-07-13T07:57:42,1769.51,rent,amazon,0
txn_5753292,2025-07-13T10:59:42,85.25,utilities,target,0
txn_7965231,2025-07-13T11:10:42,36.7,entertainment,walmart,0
txn_8155057,2025-07-13T11:46:42,8.64,groceries,uber,0
txn_2663458,2025-07-13T12:29:42,120.28,dining,uber,0
txn_7830707,2025-07-13T16:05:42,4.0,shopping,uber,0
txn_9837590,2025-07-13T16:17:42,83.32,utilities,uber,0
txn_7450320,2025-07-13T19:11:42,32.63,shopping,local_restaurant,0
txn_9817518,2025-07-13T19:23:42,1679.01,rent,starbucks,0
txn_3903739,2025-07-13T20:52:42,32.16,groceries,netflix,0
txn_4092545,2025-07-13T22:06:42,24.49,groceries,uber,0
txn_5790500,2025-07-13T23:57:42,28.8,entertainment,walmart,0
txn_6360985,2025-07-14T00:26:42,38.79,groceries,netflix,0
txn_3317787,2025-07-14T00:56:42,6.9,entertainment,walmart,0
txn_6918806,2025-07-14T01:22:42,81.28,dining,starbucks,0
txn_5419025,2025-07-14T02:10:42,22.63,entertainment,netflix,0
txn_3752878,2025-07-14T03:27:42,17.39,groceries,local_restaurant,0
txn_8269122,2025-07-14T04:37:42,23.14,entertainment,starbucks,0
txn_9629930,2025-07-14T05:16:42,16.64,entertainment,starbucks,0
txn_4860861,2025-07-14T06:18:42,20.65,groceries,netflix,0
txn_8196957,2025-07-14T07:16:42,35.87,groceries,local_restaurant,0
txn_5977816,2025-07-14T07:42:42,1491.97,rent,local_restaurant,0
txn_4496605,2025-07-14T07:53:42,1604.56,rent,local_restaurant,0
txn_8769916,2025-07-14T08:55:42,65.67,dining,netflix,0
txn_6217493,2025-07-14T09:25:42,3.1,shopping,netflix,0
txn_5835620,2025-07-14T11:03:42,29.03,groceries,uber,0
txn_1468205,2025-07-14T11:43:42,33.88,entertainment,local_restaurant,0
txn_8854504,2025-07-14T12:16:42,3.39,shopping,starbucks,0
txn_5528268,2025-07-14T13:53:42,93.69,utilities,walmart,0
txn_2165872,2025-07-14T14:06:42,42.1,shopping,amazon,0
txn_2411504,2025-07-14T16:27:42,53.42,dining,local_restaurant,0
txn_5171364,2025-07-14T18:15:42,21.82,entertainment,starbucks,0
txn_7171990,2025-07-14T18:17:42,12.78,dining,starbucks,0
txn_1221163,2025-07-14T18:24:42,10.42,entertainment,walmart,0
txn_9836026,2025-07-14T21:54:42,21.84,entertainment,uber,0
txn_8669510,2025-07-14T22:22:42,42.47,dining,local_restaurant,0
txn_6457925,2025-07-14T22:56:42,22.31,dining,walmart,0
txn_7678192,2025-07-14T23:10:42,13.82,shopping,local_restaurant,0
txn_3658571,2025-07-14T23:28:42,22.02,dining,netflix,0
txn_7072976,2025-07-15T02:14:42,17.33,dining,netflix,0
txn_5476764,2025-07-15T02:23:42,20.97,entertainment,uber,0
txn_2817157,2025-07-15T03:06:42,5004.67,utilities,starbucks,1
txn_5867286,2025-07-15T04:01:42,17.24,shopping,netflix,0
txn_9758449,2025-07-15T04:04:42,130.91,utilities,walmart,0
txn_6582266,2025-07-15T04:13:42,1683.02,rent,local_restaurant,0
txn_4234499,2025-07-15T04:39:42,134.56,utilities,amazon,0
txn_2226642,2025-07-15T05:10:42,10.63,dining,target,0
txn_6098202,2025-07-15T05:51:42,16955.42,entertainment,uber,1
txn_8343728,2025-07-15T06:01:42,6.23,shopping,target,0
txn_6977163,2025-07-15T06:14:42,41.12,groceries,uber,0
txn_6985189,2025-07-15T07:10:42,1802.45,rent,netflix,0
txn_9615797,2025-07-15T08:50:42,24.27,shopping,target,0
txn_4706121,2025-07-15T09:03:42,11.48,groceries,amazon,0
txn_1312329,2025-07-15T09:36:42,10.69,shopping,netflix,0
txn_1147621,2025-07-15T10:17:42,48.33,shopping,netflix,0
txn_6345708,2025-07-15T11:04:42,40.9,groceries,amazon,0
txn_7494290,2025-07-15T11:49:42,1792.4,rent,amazon,0
txn_5035889,2025-07-15T12:08:42,98.37,utilities,netflix,0
txn_5096567,2025-07-15T12:20:42,58.37,dining,starbucks,0
txn_8791644,2025-07-15T12:59:42,8.44,groceries,amazon,0
txn_4046352,2025-07-15T13:02:42,7.29,dining,local_restaurant,0
txn_5211656,2025-07-15T13:59:42,5.73,dining,netflix,0
txn_3799633,2025-07-15T14:15:42,83.9,utilities,walmart,0
txn_3617903,2025-07-15T15:26:42,61.59,shopping,uber,0
txn_9499557,2025-07-15T15:46:42,17.21,entertainment,starbucks,0
txn_6323965,2025-07-15T18:32:42,89.65,utilities,netflix,0
txn_9725207,2025-07-15T18:44:42,1693.49,rent,target,0
txn_3060494,2025-07-15T19:47:42,1619.69,rent,uber,0
txn_2643323,2025-07-15T20:13:42,131.36,utilities,target,0
txn_7177792,2025-07-15T20:43:42,5.11,shopping,uber,0
txn_9288648,2025-07-15T20:43:42,1456.91,rent,starbucks,0
txn_4967054,2025-07-15T21:01:42,33.24,utilities,amazon,0
txn_7879794,2025-07-15T22:12:42,71.47,utilities,netflix,0
txn_7849502,2025-07-15T22:40:42,1444.62,rent,local_restaurant,0
txn_3164411,2025-07-15T23:33:42,159.68,dining,target,0
txn_3814850,2025-07-16T02:47:42,95.52,groceries,walmart,0
txn_5695039,2025-07-16T03:05:42,18.14,dining,walmart,0
txn_2646738,2025-07-16T03:36:42,1532.31,rent,amazon,0
txn_2383057,2025-07-16T03:46:42,13.91,shopping,amazon,0
txn_9585201,2025-07-16T04:06:42,28.56,shopping,amazon,0
txn_2232561,2025-07-16T04:49:42,4.53,shopping,walmart,0
txn_9130131,2025-07-16T05:21:42,1581.23,rent,local_restaurant,0
txn_6827317,2025-07-16T06:14:42,50.45,dining,local_restaurant,0
txn_5174482,2025-07-16T06:46:42,8.2,shopping,starbucks,0
txn_5359122,2025-07-16T08:04:42,4.3,shopping,amazon,0
txn_1115042,2025-07-16T08:53:42,33.86,groceries,uber,0
txn_1118581,2025-07-16T08:58:42,15.55,groceries,walmart,0
txn_8515588,2025-07-16T09:47:42,46.72,entertainment,walmart,0
txn_9833886,2025-07-16T09:58:42,17.86,groceries,target,0
txn_9494243,2025-07-16T11:16:42,65.94,utilities,walmart,0
txn_4528923,2025-07-16T11:32:42,1390.56,rent,local_restaurant,0
txn_9954860,2025-07-16T14:16:42,15.63,shopping,uber,0
txn_7155343,2025-07-16T15:16:42,104.86,utilities,local_restaurant,0
txn_2132658,2025-07-16T15:33:42,24.02,shopping,uber,0
txn_7116126,2025-07-16T15:49:42,83.63,utilities,amazon,0
txn_6629905,2025-07-16T16:40:42,22.13,shopping,netflix,0
txn_6134207,2025-07-16T16:42:42,1233.99,rent,walmart,0
txn_6557188,2025-07-16T18:01:42,45.78,entertainment,target,0
txn_1468259,2025-07-16T18:22:42,76.98,utilities,starbucks,0
txn_3316830,2025-07-16T18:32:42,10.71,dining,netflix,0
txn_4834581,2025-07-16T18:57:42,14.2,groceries,walmart,0
txn_4103940,2025-07-16T19:00:42,6.89,dining,target,0
txn_9384640,2025-07-16T19:15:42,1991.18,rent,netflix,0
txn_6278467,2025-07-16T20:06:42,1101.47,rent,local_restaurant,0
txn_9394854,2025-07-16T20:30:42,90.1,utilities,uber,0
txn_4208479,2025-07-16T20:30:42,1135.15,rent,starbucks,0
txn_9501424,2025-07-16T23:09:42,7.88,dining,local_restaurant,0
txn_1948219,2025-07-16T23:13:42,19.55,dining,target,0
txn_2310725,2025-07-16T23:35:42,81.94,utilities,local_restaurant,0
txn_6204497,2025-07-16T23:55:42,58.17,entertainment,starbucks,0
txn_2534568,2025-07-17T06:24:42,76.3,utilities,target,0
txn_5780450,2025-07-17T08:03:42,32.0,groceries,uber,0
txn_3285303,2025-07-17T08:26:42,19.32,entertainment,walmart,0
txn_8555966,2025-07-17T11:35:42,132.38,groceries,local_restaurant,0
txn_9773774,2025-07-17T12:03:42,11.72,dining,target,0
txn_6530131,2025-07-17T12:27:42,11.02,entertainment,starbucks,0
txn_1860210,2025-07-17T14:13:42,14.01,entertainment,walmart,0
txn_5981358,2025-07-17T14:37:42,38.31,groceries,uber,0
txn_3720688,2025-07-17T14:47:42,1100.33,rent,target,0
txn_5965120,2025-07-17T14:48:42,0.36,dining,netflix,1
txn_7959826,2025-07-17T17:00:42,26.76,entertainment,starbucks,0
txn_8349336,2025-07-17T17:02:42,28.53,dining,starbucks,0
txn_3871642,2025-07-17T18:51:42,141.41,utilities,walmart,0
txn_2911950,2025-07-17T19:48:42,22.41,dining,local_restaurant,0
txn_9762204,2025-07-17T20:12:42,1443.09,rent,starbucks,0
txn_2546215,2025-07-17T21:01:42,32.11,shopping,netflix,0
txn_9168432,2025-07-17T21:45:42,62.25,utilities,walmart,0
txn_1993936,2025-07-17T22:18:42,13.49,shopping,walmart,0
txn_5919454,2025-07-17T23:16:42,1711.88,rent,amazon,0
txn_2423249,2025-07-17T23:20:42,38.54,groceries,walmart,0
txn_8744313,2025-07-18T01:22:42,15.4,entertainment,walmart,0
txn_8632285,2025-07-18T01:27:42,12.15,entertainment,local_restaurant,0
txn_9760306,2025-07-18T02:47:42,129.06,utilities,netflix,0
txn_2008882,2025-07-18T02:47:42,10.84,dining,uber,0
txn_6902232,2025-07-18T04:05:42,11.29,dining,target,0
txn_4753160,2025-07-18T05:35:42,36.74,dining,walmart,0
txn_5420731,2025-07-18T07:15:42,29.59,groceries,uber,0
txn_1167080,2025-07-18T08:22:42,12.61,dining,local_restaurant,0
txn_3205349,2025-07-18T09:51:42,7.47,shopping,local_restaurant,0
txn_8933296,2025-07-18T09:58:42,22.46,entertainment,walmart,0
txn_5457005,2025-07-18T10:09:42,6.74,shopping,netflix,0
txn_9787654,2025-07-18T13:08:42,7.15,dining,amazon,0
txn_2436277,2025-07-18T13:20:42,12.7,entertainment,starbucks,0
txn_2932370,2025-07-18T13:49:42,25.26,groceries,amazon,0
txn_4537958,2025-07-18T14:03:42,0.8,dining,local_restaurant,1
txn_6047667,2025-07-18T14:15:42,49.12,dining,netflix,0
txn_2838042,2025-07-18T16:12:42,47.52,shopping,walmart,0
txn_2653102,2025-07-18T16:21:42,14614.41,utilities,walmart,1
txn_2946562,2025-07-18T18:33:42,24.85,groceries,walmart,0
txn_9626632,2025-07-18T18:33:42,43.52,utilities,local_restaurant,0
txn_8379701,2025-07-18T18:57:42,8982.52,dining,uber,1
txn_6088268,2025-07-18T19:27:42,1588.47,rent,walmart,0
txn_7058548,2025-07-18T19:31:42,1159.92,rent,netflix,0
txn_8916163,2025-07-18T19:49:42,18.45,entertainment,local_restaurant,0
txn_1397046,2025-07-18T22:16:42,24.77,dining,netflix,0
txn_9446548,2025-07-18T23:43:42,8.8,shopping,netflix,0
txn_6741225,2025-07-19T00:30:42,28.64,dining,walmart,0
txn_8311030,2025-07-19T01:37:42,3.24,dining,walmart,0
txn_5237374,2025-07-19T01:48:42,0.21,shopping,amazon,1
txn_8517201,2025-07-19T01:58:42,1618.51,rent,netflix,0
txn_7815762,2025-07-19T03:41:42,10.49,shopping,starbucks,0
txn_3469930,2025-07-19T03:47:42,25.27,shopping,local_restaurant,0
txn_3805836,2025-07-19T04:55:42,33.6,groceries,walmart,0
txn_7705836,2025-07-19T05:09:42,9.17,shopping,netflix,0
txn_1995549,2025-07-19T06:14:42,43.55,groceries,amazon,0
txn_9831698,2025-07-19T07:38:42,62.96,shopping,netflix,0
txn_4103781,2025-07-19T08:03:42,27.71,shopping,uber,0
txn_4615590,2025-07-19T08:12:42,28.04,dining,walmart,0
txn_9156041,2025-07-19T09:33:42,7.42,shopping,uber,0
txn_4507145,2025-07-19T09:34:42,30.96,entertainment,amazon,0
txn_4439187,2025-07-19T11:02:42,43.3,dining,amazon,0
txn_1905772,2025-07-19T11:24:42,76.4,shopping,target,0
txn_3233355,2025-07-19T12:01:42,145.56,utilities,target,0
txn_2683139,2025-07-19T13:12:42,139.89,dining,uber,0
txn_7375247,2025-07-19T13:45:42,23.46,entertainment,walmart,0
txn_3580797,2025-07-19T14:53:42,1749.58,rent,uber,0
txn_8372432,2025-07-19T15:30:42,20.66,groceries,target,0
txn_6966504,2025-07-19T15:58:42,25.02,dining,walmart,0
txn_7057665,2025-07-19T17:01:42,1204.78,rent,uber,0
txn_1159849,2025-07-19T17:03:42,7.01,groceries,walmart,0
txn_1669462,2025-07-19T20:24:42,116.46,utilities,starbucks,0
txn_7209563,2025-07-19T21:01:42,32.07,entertainment,target,0
txn_4332768,2025-07-19T21:04:42,11.75,dining,netflix,0
txn_1824255,2025-07-19T21:52:42,34.31,entertainment,starbucks,0
txn_1661051,2025-07-19T21:56:42,165.7,utilities,target,0
txn_5360213,2025-07-19T22:05:42,48.17,dining,local_restaurant,0
txn_7858096,2025-07-20T01:10:42,8485.28,groceries,amazon,1
txn_1086467,2025-07-20T01:16:42,23.02,entertainment,amazon,0
txn_6702125,2025-07-20T01:20:42,7.57,groceries,target,0
txn_6946594,2025-07-20T02:03:42,24.07,groceries,starbucks,0
txn_5746011,2025-07-20T02:25:42,9.83,entertainment,netflix,0
txn_9331746,2025-07-20T02:45:42,0.29,rent,local_restaurant,1
txn_2054853,2025-07-20T03:03:42,43.9,groceries,walmart,0
txn_6797761,2025-07-20T03:46:42,85.32,utilities,netflix,0
txn_3605882,2025-07-20T05:42:42,12953.72,shopping,target,1
txn_2784164,2025-07-20T09:38:42,24.32,shopping,uber,0
txn_8064124,2025-07-20T09:56:42,3.15,shopping,target,0
txn_6997895,2025-07-20T10:21:42,1530.74,rent,amazon,0
txn_2404637,2025-07-20T15:56:42,1525.38,rent,uber,0
txn_5435638,2025-07-20T17:08:42,9.4,shopping,amazon,0
txn_1728487,2025-07-20T17:22:42,30.04,entertainment,starbucks,0
txn_8285029,2025-07-20T18:44:42,23.43,groceries,amazon,0
txn_6476933,2025-07-20T18:55:42,105.69,shopping,uber,0
txn_7512030,2025-07-20T21:19:42,37.92,groceries,amazon,0
txn_9197632,2025-07-20T22:35:42,128.88,utilities,netflix,0
txn_2546376,2025-07-20T23:18:42,5.82,entertainment,starbucks,0
txn_6523723,2025-07-21T00:41:42,10772.87,shopping,uber,1
txn_7105857,2025-07-21T01:51:42,128.19,utilities,target,0
txn_4270309,2025-07-21T04:57:42,18.87,groceries,local_restaurant,0
txn_5091701,2025-07-21T05:28:42,21.55,dining,starbucks,0
txn_9116375,2025-07-21T05:29:42,240.07,groceries,target,0
txn_5327790,2025-07-21T05:39:42,37.34,shopping,netflix,0
txn_7849486,2025-07-21T07:35:42,47.79,entertainment,amazon,0
txn_1631884,2025-07-21T08:36:42,1268.46,rent,netflix,0
txn_6569451,2025-07-21T09:21:42,14.17,dining,uber,0
txn_4439540,2025-07-21T09:54:42,29.12,entertainment,amazon,0
txn_2754403,2025-07-21T10:02:42,54.96,entertainment,netflix,0
txn_7770977,2025-07-21T10:06:42,54.03,dining,local_restaurant,0
txn_9394894,2025-07-21T10:32:42,24.29,dining,walmart,0
txn_4390880,2025-07-21T10:41:42,74.04,utilities,netflix,0
txn_8697333,2025-07-21T11:01:42,27.28,groceries,local_restaurant,0
txn_8819435,2025-07-21T12:57:42,0.81,entertainment,amazon,1
txn_1794666,2025-07-21T14:03:42,9.12,shopping,local_restaurant,0
txn_9780363,2025-07-21T14:13:42,12.75,shopping,uber,0
txn_7010396,2025-07-21T16:41:42,1158.71,rent,uber,0
txn_9333920,2025-07-21T17:30:42,7.22,dining,amazon,0
txn_5348190,2025-07-21T18:19:42,33.09,shopping,amazon,0
txn_5808208,2025-07-21T19:40:42,5.49,entertainment,walmart,0
txn_9271914,2025-07-21T19:43:42,1433.03,rent,starbucks,0
txn_3552192,2025-07-21T20:08:42,1716.43,rent,uber,0
txn_7146523,2025-07-21T20:50:42,4.3,groceries,walmart,0
txn_7987106,2025-07-21T23:28:42,107.72,utilities,netflix,0
txn_8438784,2025-07-22T00:51:42,27.36,dining,starbucks,0
txn_2086015,2025-07-22T00:53:42,8.08,groceries,target,0
txn_3834175,2025-07-22T01:15:42,19.94,shopping,netflix,0
txn_1468298,2025-07-22T02:00:42,19.0,shopping,local_restaurant,0
txn_6768549,2025-07-22T02:15:42,53.4,groceries,target,0
txn_7812060,2025-07-22T03:46:42,12.95,entertainment,amazon,0
txn_1290009,2025-07-22T03:49:42,28.99,entertainment,walmart,0
txn_7057174,2025-07-22T03:53:42,12.62,entertainment,walmart,0
txn_2761369,2025-07-22T04:16:42,107.3,utilities,netflix,0
txn_7497136,2025-07-22T04:20:42,39.37,entertainment,local_restaurant,0
txn_1215733,2025-07-22T04:30:42,8.82,dining,walmart,0
txn_5788109,2025-07-22T04:50:42,95.67,shopping,netflix,0
txn_9820116,2025-07-22T04:53:42,24.32,dining,amazon,0
txn_2343763,2025-07-22T05:14:42,1874.86,rent,starbucks,0
txn_8416837,2025-07-22T06:23:42,21.07,shopping,uber,0
txn_3260479,2025-07-22T06:50:42,0.22,utilities,walmart,1
txn_8050417,2025-07-22T07:01:42,14.34,dining,local_restaurant,0
txn_4949495,2025-07-22T07:30:42,41.11,utilities,starbucks,0
txn_6635469,2025-07-22T08:17:42,30.07,entertainment,uber,0
txn_7622044,2025-07-22T08:20:42,22.68,dining,walmart,0
txn_1561783,2025-07-22T09:12:42,53.88,dining,amazon,0
txn_3115855,2025-07-22T09:58:42,11.61,dining,target,0
txn_4641771,2025-07-22T10:14:42,23.29,groceries,uber,0
txn_5045643,2025-07-22T10:30:42,10.14,entertainment,uber,0
txn_8112646,2025-07-22T10:39:42,36.02,utilities,netflix,0
txn_9844834,2025-07-22T11:26:42,30.95,entertainment,uber,0
txn_9533216,2025-07-22T12:23:42,30.37,groceries,amazon,0
txn_6549476,2025-07-22T12:25:42,36.43,groceries,local_restaurant,0
txn_8528277,2025-07-22T12:37:42,11.99,groceries,target,0
txn_4570235,2025-07-22T13:21:42,17.96,entertainment,target,0
txn_1953692,2025-07-22T14:48:42,44.83,dining,netflix,0
txn_4016032,2025-07-22T16:22:42,9.51,dining,netflix,0
txn_2092501,2025-07-22T16:34:42,21.57,entertainment,walmart,0
txn_3623031,2025-07-22T16:39:42,0.27,rent,starbucks,1
txn_2051207,2025-07-22T16:50:42,30.23,entertainment,amazon,0
txn_1282536,2025-07-22T18:06:42,66.43,utilities,starbucks,0
txn_1787899,2025-07-22T19:04:42,108.75,groceries,starbucks,0
txn_5864095,2025-07-22T20:17:42,17.16,shopping,target,0
txn_4085945,2025-07-22T20:34:42,100.43,dining,amazon,0
txn_6259384,2025-07-22T22:04:42,32.39,entertainment,uber,0
txn_8102163,2025-07-22T23:02:42,20.28,dining,target,0
txn_9232636,2025-07-22T23:12:42,68.49,groceries,netflix,0
txn_7864833,2025-07-23T00:03:42,44.84,dining,starbucks,0
txn_9386180,2025-07-23T01:12:42,23.71,dining,target,0
txn_1541301,2025-07-23T02:21:42,11.25,shopping,netflix,0
txn_8471134,2025-07-23T03:24:42,111.53,utilities,target,0
txn_1147745,2025-07-23T03:37:42,8.53,dining,starbucks,0
txn_6793913,2025-07-23T03:48:42,62.26,shopping,netflix,0
txn_2503148,2025-07-23T03:57:42,45.99,shopping,netflix,0
txn_9578619,2025-07-23T04:09:42,1637.24,rent,local_restaurant,0
txn_9141274,2025-07-23T05:43:42,118.81,utilities,local_restaurant,0
txn_3255888,2025-07-23T06:23:42,59.31,shopping,local_restaurant,0
txn_3943295,2025-07-23T06:59:42,16.29,groceries,netflix,0
txn_6884902,2025-07-23T07:23:42,97.36,utilities,amazon,0
txn_8507351,2025-07-23T08:52:42,64.55,entertainment,local_restaurant,0
txn_3180139,2025-07-23T09:00:42,21.72,dining,uber,0
txn_2190135,2025-07-23T11:13:42,100.29,utilities,netflix,0
txn_2652131,2025-07-23T13:12:42,22.34,dining,starbucks,0
txn_1427060,2025-07-23T13:59:42,20.82,dining,amazon,0
txn_1993328,2025-07-23T14:24:42,78.24,dining,amazon,0
txn_9530057,2025-07-23T15:50:42,16.36,entertainment,amazon,0
txn_9899292,2025-07-23T16:41:42,15.05,entertainment,starbucks,0
txn_9130265,2025-07-23T16:56:42,75.51,utilities,target,0
txn_5002079,2025-07-23T17:34:42,1399.61,rent,amazon,0
txn_1895750,2025-07-23T17:38:42,18.87,groceries,uber,0
txn_4914401,2025-07-23T20:08:42,1646.75,rent,target,0
txn_9928381,2025-07-23T20:08:42,177.49,utilities,amazon,0
txn_3031143,2025-07-23T20:22:42,67.76,dining,netflix,0
txn_9231918,2025-07-23T23:15:42,17.83,entertainment,walmart,0
txn_4753796,2025-07-24T01:37:42,23.81,groceries,uber,0
txn_8122658,2025-07-24T01:40:42,106.32,utilities,starbucks,0
txn_8624870,2025-07-24T02:56:42,1645.2,rent,target,0
txn_1058791,2025-07-24T03:29:42,8.42,entertainment,local_restaurant,0
txn_5844615,2025-07-24T03:50:42,9.64,groceries,target,0
txn_9905064,2025-07-24T03:59:42,114.03,utilities,local_restaurant,0
txn_9477107,2025-07-24T04:50:42,5.18,groceries,netflix,0
txn_4703139,2025-07-24T05:20:42,30.47,dining,starbucks,0
txn_7912690,2025-07-24T05:35:42,10.2,entertainment,starbucks,0
txn_7661887,2025-07-24T06:15:42,65.2,entertainment,uber,0
txn_9466274,2025-07-24T06:53:42,22.3,dining,amazon,0
txn_4101812,2025-07-24T07:23:42,20.35,groceries,local_restaurant,0
txn_5308307,2025-07-24T08:03:42,6.76,shopping,walmart,0
txn_5256219,2025-07-24T10:07:42,1421.55,rent,target,0
txn_3892371,2025-07-24T10:35:42,6.98,shopping,target,0
txn_8032005,2025-07-24T12:11:42,12.59,dining,target,0
txn_8362481,2025-07-24T12:19:42,10.18,shopping,walmart,0
txn_5990158,2025-07-24T12:45:42,16.61,dining,local_restaurant,0
txn_9199948,2025-07-24T12:45:42,17.94,groceries,local_restaurant,0
txn_5665770,2025-07-24T13:39:42,15.56,dining,netflix,0
txn_7735714,2025-07-24T13:52:42,36.59,entertainment,starbucks,0
txn_7554818,2025-07-24T13:58:42,122.33,utilities,target,0
txn_5204262,2025-07-24T14:20:42,15.8,shopping,uber,0
txn_8314539,2025-07-24T14:38:42,11.48,entertainment,uber,0
txn_1635605,2025-07-24T14:40:42,13.14,groceries,target,0
txn_2760352,2025-07-24T15:21:42,10.54,dining,amazon,0
txn_9863448,2025-07-24T18:05:42,17.4,shopping,starbucks,0
txn_7274333,2025-07-24T18:28:42,21.71,entertainment,netflix,0
txn_1795977,2025-07-24T18:38:42,20.09,entertainment,amazon,0
txn_5723081,2025-07-24T21:11:42,22.67,entertainment,local_restaurant,0
txn_8518933,2025-07-24T23:13:42,2000.59,rent,starbucks,0
txn_4258759,2025-07-25T03:19:42,35.25,entertainment,uber,0
txn_3183448,2025-07-25T03:33:42,25.25,entertainment,starbucks,0
txn_9046000,2025-07-25T04:12:42,10.71,groceries,starbucks,0
txn_6023331,2025-07-25T05:40:42,9.12,groceries,amazon,0
txn_4256389,2025-07-25T06:16:42,1059.1,rent,starbucks,0
txn_7379115,2025-07-25T06:56:42,49.79,shopping,uber,0
txn_9360085,2025-07-25T07:44:42,24.15,groceries,target,0
txn_3315963,2025-07-25T09:59:42,111.05,utilities,target,0
txn_3017364,2025-07-25T10:24:42,99.68,utilities,target,0
txn_4107134,2025-07-25T12:36:42,30.61,dining,target,0
txn_1025294,2025-07-25T12:41:42,28.82,shopping,netflix,0
txn_8659883,2025-07-25T12:49:42,133.37,utilities,local_restaurant,0
txn_4064131,2025-07-25T14:00:42,41.4,shopping,local_restaurant,0
txn_3164189,2025-07-25T17:00:42,15.92,groceries,amazon,0
txn_6893070,2025-07-25T17:14:42,79.09,utilities,local_restaurant,0
txn_3450876,2025-07-25T17:37:42,1866.72,rent,netflix,0
txn_2245173,2025-07-25T18:44:42,25.3,entertainment,starbucks,0
txn_7785677,2025-07-25T18:54:42,1339.3,rent,starbucks,0
txn_3148091,2025-07-25T19:32:42,120.5,utilities,starbucks,0
txn_6379105,2025-07-25T20:04:42,21.49,shopping,walmart,0
txn_7805969,2025-07-25T20:05:42,1392.48,rent,local_restaurant,0
txn_7333500,2025-07-25T21:06:42,1356.87,rent,starbucks,0
txn_5807771,2025-07-25T22:27:42,10.58,shopping,starbucks,0
txn_1460980,2025-07-25T22:51:42,4.36,shopping,amazon,0
txn_1444842,2025-07-26T01:30:42,7.55,shopping,netflix,0
txn_9277235,2025-07-26T02:55:42,62.58,entertainment,uber,0
txn_8114880,2025-07-26T04:20:42,123.11,utilities,starbucks,0
txn_8876378,2025-07-26T05:00:42,5.82,shopping,netflix,0
txn_5187442,2025-07-26T05:19:42,47.28,groceries,walmart,0
txn_6122964,2025-07-26T06:31:42,22.34,groceries,target,0
txn_9600553,2025-07-26T06:35:42,58.72,dining,netflix,0
txn_3340960,2025-07-26T07:57:42,107.37,utilities,walmart,0
txn_7190505,2025-07-26T08:21:42,45.96,entertainment,netflix,0
txn_9993526,2025-07-26T08:43:42,31.52,entertainment,amazon,0
txn_9762127,2025-07-26T10:05:42,75.57,utilities,target,0
txn_9535640,2025-07-26T10:40:42,1478.73,rent,walmart,0
txn_5465669,2025-07-26T11:33:42,24.58,entertainment,walmart,0
txn_8056692,2025-07-26T11:34:42,19255.64,groceries,target,1
